File Name	Analysis Name	Plate Id	Position	Sample Name	Gene Name	Condition Name	Cq	Cq Mean	Cq Error	Excluded	Sample Type	Sample Type RQ	Gene Type	Condition Type	Replicate Group	Ratio	Ratio Error	Normalized Ratio	Normalized Ratio Error	Scaled Ratio	Scaled Ratio Error	Dye	Edited Call	Failure	Slope	EPF	Notes	Sample Prep Notes	Number
lzy-swb_02.lc96p	Rel Quant		A1	control	gap		28.99	29.3775	0.44440034503437	Unchecked	Unknown	Run Calibrator	Reference	Unknown	A1							SYBR Green I	Unchecked	None	1.3036	4.53445844342372			1
lzy-swb_02.lc96p	Rel Quant		A2	control	gap		29.82	29.3775	0.44440034503437	Unchecked	Unknown	Run Calibrator	Reference	Unknown	A1							SYBR Green I	Unchecked	None	1.2791	4.49799467731883			2
lzy-swb_02.lc96p	Rel Quant		A3	control	gap		29.7	29.3775	0.44440034503437	Unchecked	Unknown	Run Calibrator	Reference	Unknown	A1							SYBR Green I	Unchecked	None	1.2753	4.33865514303317			3
lzy-swb_02.lc96p	Rel Quant		A4	control	gap		29	29.3775	0.44440034503437	Unchecked	Unknown	Run Calibrator	Reference	Unknown	A1							SYBR Green I	Unchecked	None	1.4091	4.43242602277134			4
lzy-swb_02.lc96p	Rel Quant		A5	inf	gap		29.37	29.655	0.298272805777976	Unchecked	Unknown	Unknown	Reference	Unknown	A5							SYBR Green I	Unchecked	None	1.3794	4.45389964237173			5
lzy-swb_02.lc96p	Rel Quant		A6	inf	gap		29.68	29.655	0.298272805777976	Unchecked	Unknown	Unknown	Reference	Unknown	A5							SYBR Green I	Unchecked	None	1.3412	4.31949559149903			6
lzy-swb_02.lc96p	Rel Quant		A7	inf	gap		30.06	29.655	0.298272805777976	Unchecked	Unknown	Unknown	Reference	Unknown	A5							SYBR Green I	Unchecked	None	1.2119	4.14228849194713			7
lzy-swb_02.lc96p	Rel Quant		A8	inf	gap		29.51	29.655	0.298272805777976	Unchecked	Unknown	Unknown	Reference	Unknown	A5							SYBR Green I	Unchecked	None	1.4358	4.48286740239998			8
lzy-swb_02.lc96p	Rel Quant		A9	day1-patient	gap		29.52	30.14	0.442643573694834	Unchecked	Unknown	Unknown	Reference	Unknown	A9							SYBR Green I	Unchecked	None	1.3236	4.32697414915466			9
lzy-swb_02.lc96p	Rel Quant		A10	day1-patient	gap		30.25	30.14	0.442643573694834	Unchecked	Unknown	Unknown	Reference	Unknown	A9							SYBR Green I	Unchecked	None	1.2495	4.13352382388076			10
lzy-swb_02.lc96p	Rel Quant		A11	day1-patient	gap		30.57	30.14	0.442643573694834	Unchecked	Unknown	Unknown	Reference	Unknown	A9							SYBR Green I	Unchecked	None	1.3063	4.11781323482012			11
lzy-swb_02.lc96p	Rel Quant		A12	day1-patient	gap		30.22	30.14	0.442643573694834	Unchecked	Unknown	Unknown	Reference	Unknown	A9							SYBR Green I	Unchecked	None	1.2424	4.11488636684384			12
lzy-swb_02.lc96p	Rel Quant		B1	control	ecad		33.26	33.1775	0.218231528427951	Unchecked	Unknown	Run Calibrator	Target	Unknown	B1	0.0678033328256129	0.0208857891988149	0.944419673355065	0.435512154107466			SYBR Green I	Unchecked	None	0.7421	2.57657990973837			13
lzy-swb_02.lc96p	Rel Quant		B2	control	ecad		33.1	33.1775	0.218231528427951	Unchecked	Unknown	Run Calibrator	Target	Unknown	B1	0.075755791684487	0.0233354236403235	1.05518795398198	0.486592128258398			SYBR Green I	Unchecked	None	0.7365	2.66213838891098			14
lzy-swb_02.lc96p	Rel Quant		B3	control	ecad		33.43	33.1775	0.218231528427951	Unchecked	Unknown	Run Calibrator	Target	Unknown	B1	0.060266496140747	0.0185641808697544	0.839440514611372	0.387101790737509			SYBR Green I	Unchecked	None	0.6866	2.42156618931664			15
lzy-swb_02.lc96p	Rel Quant		B4	control	ecad		32.92	33.1775	0.218231528427951	Unchecked	Unknown	Run Calibrator	Target	Unknown	B1	0.0858225156171808	0.0264363253986732	1.19540542902443	0.551252380815725			SYBR Green I	Unchecked	None	0.7607	2.73954577775422			16
lzy-swb_02.lc96p	Rel Quant		B5	inf	ecad		33.09	32.795	0.476550102297756	Unchecked	Unknown	Unknown	Target	Unknown	B5	0.0924617193280522	0.0191161788662144	1.28788162950982	0.515975183968644			SYBR Green I	Unchecked	None	0.8464	2.86683191573877			17
lzy-swb_02.lc96p	Rel Quant		B6	inf	ecad		32.22	32.795	0.476550102297756	Unchecked	Unknown	Unknown	Target	Unknown	B5	0.168988854128516	0.0349379309123147	2.35381347443753	0.943028701296899			SYBR Green I	Unchecked	None	0.8093	3.00490756486288			18
lzy-swb_02.lc96p	Rel Quant		B7	inf	ecad		32.6	32.795	0.476550102297756	Unchecked	Unknown	Unknown	Target	Unknown	B5	0.129857387912208	0.0268476194523458	1.80875875512217	0.724658703132734			SYBR Green I	Unchecked	None	0.7591	2.82883167819935			19
lzy-swb_02.lc96p	Rel Quant		B8	inf	ecad		33.27	32.795	0.476550102297756	Unchecked	Unknown	Unknown	Target	Unknown	B5	0.0816162366930572	0.0168739083628355	1.13681697323601	0.455452840900744			SYBR Green I	Unchecked	None	0.8075	2.74361952552344			20
lzy-swb_02.lc96p	Rel Quant		B9	day1-patient	ecad		32.06	34.4825	1.95302116390649	Unchecked	Unknown	Unknown	Target	Unknown	B9	0.264254510140345	0.0810778143809414	3.68075060249948	1.69436029621241			SYBR Green I	Unchecked	None	0.8448	3.09372006605052			21
lzy-swb_02.lc96p	Rel Quant		B10	day1-patient	ecad		33.95	34.4825	1.95302116390649	Unchecked	Unknown	Unknown	Target	Unknown	B9	0.0712977322417764	0.0218753666584942	0.99309249543703	0.457150368621109			SYBR Green I	Unchecked	None	0.7747	2.45134090427735			22
lzy-swb_02.lc96p	Rel Quant		B11	day1-patient	ecad		36.64	34.4825	1.95302116390649	Unchecked	Unknown	Unknown	Target	Unknown	B9	0.0110485434560398	0.00338988256069048	0.153893051668114	0.070841604001192			SYBR Green I	Unchecked	None	0.6633	1.1563935594971			23
lzy-swb_02.lc96p	Rel Quant		B12	day1-patient	ecad		35.28	34.4825	1.95302116390649	Unchecked	Unknown	Unknown	Target	Unknown	B9	0.0283599736036613	0.00870132613617402	0.395020655931687	0.181839898400051			SYBR Green I	Unchecked	None	0.8667	1.82397717304778			24
lzy-swb_02.lc96p	Rel Quant		C1	control	ncad		30.35	30.245	1.04084901242527	Unchecked	Unknown	Run Calibrator	Target	Unknown	C1	0.509622189297538	0.156981392700599	0.929804942613161	0.783620780458004			SYBR Green I	Unchecked	None	1.7645	4.8714693947514			25
lzy-swb_02.lc96p	Rel Quant		C2	control	ncad		29.74	30.245	1.04084901242527	Unchecked	Unknown	Run Calibrator	Target	Unknown	C1	0.777815559506011	0.239594296244743	1.41912335620038	1.19600843250689			SYBR Green I	Unchecked	None	1.6089	4.73057937529902			26
lzy-swb_02.lc96p	Rel Quant		C3	control	ncad		31.65	30.245	1.04084901242527	Unchecked	Unknown	Run Calibrator	Target	Unknown	C1	0.206970922246619	0.0637542562022004	0.377618146390707	0.318248928380779			SYBR Green I	Unchecked	None	1.561	4.4108647206806			27
lzy-swb_02.lc96p	Rel Quant		C4	control	ncad		29.24	30.245	1.04084901242527	Unchecked	Unknown	Run Calibrator	Target	Unknown	C1	1.09999731327822	0.338837503216553	2.00694349701901	1.69141134596383			SYBR Green I	Unchecked	None	1.7039	4.86194676961082			28
lzy-swb_02.lc96p	Rel Quant		C5	inf	ncad		29.31	30.0775	0.652348322089767	Unchecked	Unknown	Unknown	Target	Unknown	C5	1.27015098253879	0.262599847220697	2.31738861892456	1.87999578172229			SYBR Green I	Unchecked	None	1.7606	4.99425396250908			29
lzy-swb_02.lc96p	Rel Quant		C6	inf	ncad		29.94	30.0775	0.652348322089767	Unchecked	Unknown	Unknown	Target	Unknown	C5	0.820741608810498	0.16968582794032	1.49744187067713	1.21480893504767			SYBR Green I	Unchecked	None	1.5048	4.41280579557636			30
