"","gene","group","CT","deltaCT","mean_blank_deltaCT","delta_deltaCT","value"
"220","TIMP-1","0",21.566294,-2.45246366666667,-2.49475266666667,0.0422889999999994,0.97111294316258
"221","TIMP-1","0",21.406216,-2.61254166666667,-2.49475266666667,-0.117788999999999,1.08507066429155
"222","TIMP-1","0",21.59123,-2.42752766666667,-2.49475266666667,0.0672249999999996,0.954472144854203
"223","TIMP-1","0",21.53228,-2.48647766666667,-2.49475266666667,0.00827500000000025,0.994280625335504
"224","TIMP-1","0.001",22.098663,-2.57909475,-2.49475266666667,-0.084342083333337,1.06020414294473
"225","TIMP-1","0.001",21.921783,-2.75597475,-2.49475266666667,-0.261222083333334,1.19849349895836
"226","TIMP-1","0.001",21.854763,-2.82299475,-2.49475266666667,-0.328242083333337,1.25548264281757
"227","TIMP-1","0.001",22.08815,-2.58960775,-2.49475266666667,-0.0948550833333366,1.06795812778359
"228","TIMP-1","0.01",21.8936,-2.1806495,-2.49475266666667,0.314103166666665,0.804350850010077
"229","TIMP-1","0.01",21.905985,-2.1682645,-2.49475266666667,0.326488166666667,0.797475351340203
"230","TIMP-1","0.01",22.00729,-2.0669595,-2.49475266666667,0.427793166666667,0.74339806253945
"231","TIMP-1","0.01",22.028366,-2.0458835,-2.49475266666667,0.448869166666664,0.732616872940897
"232","TIMP-1","0.1",21.674421,-2.18183325,-2.49475266666667,0.312919416666666,0.805011101154226
"233","TIMP-1","0.1",21.975163,-1.88109125,-2.49475266666667,0.613661416666665,0.65353598605777
"234","TIMP-1","0.1",21.993313,-1.86294125,-2.49475266666667,0.631811416666667,0.645365599325979
"235","TIMP-1","0.1",21.996218,-1.86003625,-2.49475266666667,0.634716416666666,0.64406740341445
"236","TIMP-1","1",21.318014,-1.75249025,-2.49475266666667,0.742262416666668,0.597801152430498
"237","TIMP-1","1",21.44597,-1.62453425,-2.49475266666667,0.870218416666666,0.547064021659546
"238","TIMP-1","1",21.384876,-1.68562825,-2.49475266666667,0.809124416666665,0.570728132382393
"239","TIMP-1","1",21.482199,-1.58830525,-2.49475266666667,0.906447416666668,0.533497192224621
"240","TIMP-1","10",21.522234,-1.67597,-2.49475266666667,0.818782666666666,0.566920103061575
"241","TIMP-1","10",21.312838,-1.885366,-2.49475266666667,0.609386666666665,0.655475305097588
"242","TIMP-1","10",21.503025,-1.695179,-2.49475266666667,0.799573666666666,0.574518929508532
