"","gene","group","CT","deltaCT","mean_blank_deltaCT","delta_deltaCT","value"
"20","COL1A1","0",17.790123,-6.22863466666666,-6.16255741666667,-0.0660772499999993,1.04686633558053
"21","COL1A1","0",17.865894,-6.15286366666666,-6.16255741666667,0.00969375000000028,0.993303327837977
"22","COL1A1","0",17.86813,-6.15062766666667,-6.16255741666667,0.0119297500000002,0.991765022161347
"23","COL1A1","0",17.900654,-6.11810366666667,-6.16255741666667,0.0444537499999988,0.969656890223638
"24","COL1A1","0.001",18.065716,-6.61204175,-6.16255741666667,-0.449484333333338,1.3655520762803
"25","COL1A1","0.001",18.342234,-6.33552375,-6.16255741666667,-0.172966333333335,1.12737410348702
"26","COL1A1","0.001",17.783798,-6.89395975,-6.16255741666667,-0.731402333333335,1.66025211145131
"27","COL1A1","0.001",17.852757,-6.82500075,-6.16255741666667,-0.662443333333336,1.58276090255552
"28","COL1A1","0.01",19.176928,-4.8973215,-6.16255741666667,1.26523591666666,0.416031330281254
"29","COL1A1","0.01",19.146423,-4.9278265,-6.16255741666667,1.23473091666666,0.424921746183701
"30","COL1A1","0.01",19.126282,-4.9479675,-6.16255741666667,1.21458991666666,0.430895543692433
"31","COL1A1","0.01",19.107174,-4.9670755,-6.16255741666667,1.19548191666667,0.436640568538053
"32","COL1A1","0.1",17.625954,-6.23030025,-6.16255741666667,-0.0677428333333339,1.04807563482387
"33","COL1A1","0.1",17.551977,-6.30427725,-6.16255741666667,-0.141719833333333,1.10321947761746
"34","COL1A1","0.1",17.710043,-6.14621125,-6.16255741666667,0.0163461666666649,0.988733646766223
"35","COL1A1","10",13.9206915,-9.2775125,-6.16255741666667,-3.11495508333334,8.66353063085129
"36","COL1A1","10",13.979315,-9.218889,-6.16255741666667,-3.05633158333334,8.31854716375072
"37","COL1A1","10",13.835797,-9.362407,-6.16255741666667,-3.19984958333334,9.18862877543345
"38","COL1A1","10",13.882124,-9.31608,-6.16255741666667,-3.15352258333334,8.89825586643187
